"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100","cell101","cell102","cell103","cell104","cell105","cell106","cell107","cell108","cell109","cell110","cell111","cell112","cell113","cell114","cell115","cell116","cell117","cell118","cell119","cell120","cell121","cell122","cell123","cell124","cell125","cell126","cell127","cell128","cell129","cell130","cell131","cell132","cell133","cell134","cell135","cell136","cell137","cell138","cell139","cell140","cell141","cell142","cell143","cell144","cell145","cell146","cell147","cell148","cell149","cell150","cell151","cell152","cell153","cell154","cell155","cell156","cell157","cell158","cell159","cell160","cell161","cell162","cell163","cell164","cell165","cell166","cell167","cell168","cell169","cell170","cell171","cell172","cell173","cell174","cell175","cell176","cell177","cell178","cell179","cell180","cell181","cell182","cell183","cell184","cell185","cell186","cell187","cell188","cell189","cell190","cell191","cell192","cell193","cell194","cell195","cell196","cell197","cell198","cell199","cell200","cell201","cell202","cell203","cell204","cell205","cell206","cell207","cell208","cell209","cell210","cell211","cell212","cell213","cell214","cell215","cell216","cell217","cell218","cell219","cell220","cell221","cell222","cell223","cell224","cell225","cell226","cell227","cell228","cell229","cell230","cell231","cell232","cell233","cell234","cell235","cell236","cell237","cell238","cell239","cell240","cell241","cell242","cell243","cell244","cell245","cell246","cell247","cell248","cell249","cell250","cell251","cell252","cell253","cell254","cell255","cell256","cell257","cell258","cell259","cell260","cell261","cell262","cell263","cell264","cell265","cell266","cell267","cell268","cell269","cell270","cell271","cell272","cell273","cell274","cell275","cell276","cell277","cell278","cell279","cell280","cell281","cell282","cell283","cell284","cell285","cell286","cell287","cell288","cell289","cell290","cell291","cell292","cell293","cell294","cell295","cell296","cell297","cell298","cell299","cell300","cell301","cell302","cell303","cell304","cell305","cell306","cell307","cell308","cell309","cell310","cell311","cell312","cell313","cell314","cell315","cell316","cell317","cell318","cell319","cell320","cell321","cell322","cell323","cell324","cell325","cell326","cell327","cell328","cell329","cell330","cell331","cell332","cell333","cell334","cell335","cell336","cell337","cell338","cell339","cell340","cell341","cell342","cell343","cell344","cell345","cell346","cell347","cell348","cell349","cell350","cell351","cell352","cell353","cell354","cell355","cell356","cell357","cell358","cell359","cell360","cell361","cell362","cell363","cell364","cell365","cell366","cell367","cell368","cell369","cell370","cell371","cell372","cell373","cell374","cell375","cell376","cell377","cell378","cell379","cell380","cell381","cell382","cell383","cell384","cell385","cell386","cell387","cell388","cell389","cell390","cell391","cell392","cell393","cell394","cell395","cell396","cell397","cell398","cell399","cell400","cell401","cell402","cell403","cell404","cell405","cell406","cell407","cell408","cell409","cell410","cell411","cell412","cell413","cell414","cell415","cell416","cell417","cell418","cell419","cell420","cell421","cell422","cell423","cell424","cell425","cell426","cell427","cell428","cell429","cell430","cell431","cell432","cell433","cell434","cell435","cell436","cell437","cell438","cell439","cell440","cell441","cell442","cell443","cell444","cell445","cell446","cell447","cell448","cell449","cell450","cell451","cell452","cell453","cell454","cell455","cell456","cell457","cell458","cell459","cell460","cell461","cell462","cell463","cell464","cell465","cell466","cell467","cell468","cell469","cell470","cell471","cell472","cell473","cell474","cell475","cell476","cell477","cell478","cell479","cell480","cell481","cell482","cell483","cell484","cell485","cell486","cell487","cell488","cell489","cell490","cell491","cell492","cell493","cell494","cell495","cell496","cell497","cell498","cell499","cell500"
"D5_TF2",10,0,2,6,0,7,5,15,6,3,4,0,7,0,9,9,7,0,7,8,14,4,0,11,4,15,10,5,0,6,8,12,0,4,4,4,6,9,5,5,7,5,9,18,9,12,8,8,9,9,5,1,8,6,9,4,5,0,4,4,4,6,4,0,0,0,5,9,4,14,8,1,7,4,3,10,4,3,8,6,0,10,10,8,10,11,12,4,11,9,4,5,6,6,0,4,7,8,1,5,10,0,13,5,10,3,6,8,0,0,4,0,0,12,8,12,14,5,0,10,7,3,0,12,0,7,11,0,12,5,0,2,0,7,3,5,0,17,3,10,3,1,5,4,5,2,0,0,0,3,5,17,0,9,9,10,0,0,4,6,6,6,1,7,1,13,8,1,6,8,0,9,7,8,10,0,8,0,9,6,2,9,11,14,6,17,12,2,0,6,6,10,5,6,7,4,0,13,3,7,2,0,0,10,3,9,5,0,0,0,7,3,3,11,9,7,5,5,3,0,1,15,4,5,7,3,11,3,4,7,1,3,1,4,9,3,6,7,1,0,10,5,4,6,6,7,4,2,8,6,4,6,7,8,0,0,7,5,11,2,11,4,9,0,10,8,5,7,0,7,4,6,12,8,0,5,1,5,9,2,18,0,0,4,11,5,0,10,0,3,3,3,8,6,8,0,5,4,10,5,10,5,0,9,0,10,12,17,5,6,5,9,4,5,0,4,10,5,7,3,7,10,10,8,14,7,0,4,7,4,4,1,0,5,6,10,2,3,1,7,2,5,9,0,1,13,6,4,6,4,11,4,4,2,6,5,5,4,2,8,1,6,0,6,4,7,3,6,14,7,9,5,7,0,0,0,0,13,6,1,8,3,8,5,19,5,3,5,10,6,5,0,0,10,14,7,8,9,2,9,6,0,11,5,5,0,0,5,10,6,7,4,5,3,0,8,10,0,5,7,1,1,10,2,3,9,9,8,15,0,9,3,4,7,7,0,0,2,7,0,12,4,4,4,9,11,2,7,0,6,1,7,7,2,8,0,15,7,5,10,10,7,4,11,16,0,3,5,4,4,9,14,0,9,0,0,7,12,1,0,1,0,5,7,3,8,9,5,7,12,3,0,0,19,16,3,0,0,4,10
"D6_TF1",7,0,1,0,0,10,0,12,0,0,0,0,0,0,0,0,5,0,5,6,3,0,0,0,0,8,4,0,2,4,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,17,11,1,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,21,0,0,12,0,0,0,0,0,3,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,7,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,10,4,12,0,0,0,0,3,0,0,0,0,3,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,10,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,11,10,4,9,8,0,4,8,0,8,0,0,0,0,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,6,0,6,0,10,0,0,0,7,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,12,12,0,0,0,0,0
"D7_TF1",0,32,1,0,13,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,14,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,21,24,0,0,0,0,0,4,0,0,0,0,0,23,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,17,0,0,0,0,0,0,23,16,0,29,10,0,0,0,0,0,10,0,0,0,24,0,13,0,0,24,0,0,13,3,23,0,0,0,13,0,0,0,0,0,0,1,0,0,1,23,25,0,0,0,16,0,0,0,14,20,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,35,0,21,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,18,0,0,0,0,14,24,0,0,0,0,20,14,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,22,0,0,0,0,10,0,0,0,0,0,22,0,0,0,0,0,0,27,18,0,0,0,16,0,15,0,0,0,0,0,0,31,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,17,0,0,0,2,0,18,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,16,19,16,37,0,0,0,0,0,0,4,0,0,0,0,0,0,24,14,2,0,0,0,0,0,0,0,0,21,0,0,0,19,8,0,0,0,0,0,0,0,8,0,0,8,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,19,7,0,0,13,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,21,0,39,22,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,9,23,0,0,0,18,16,0,0
"D7_TF2",0,18,2,0,25,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,28,31,0,0,0,0,0,4,0,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,23,0,0,0,0,0,0,36,13,0,23,20,0,0,0,0,0,22,0,0,0,34,0,14,0,0,20,0,0,25,2,20,0,0,0,31,0,0,0,0,0,0,3,0,0,7,22,23,0,0,0,13,0,0,0,9,29,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,34,0,28,0,0,0,0,0,0,0,0,0,25,11,0,0,0,0,0,0,0,40,0,0,0,0,22,27,0,0,0,0,25,24,1,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,3,0,0,0,26,0,0,0,0,27,0,0,0,0,0,25,0,0,0,0,0,0,48,21,0,0,0,15,0,9,0,0,0,0,0,0,40,0,0,0,0,0,0,8,0,29,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,23,0,0,0,1,0,19,0,0,0,0,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,29,15,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,2,0,0,0,0,0,0,0,0,21,0,0,0,15,8,0,0,0,0,0,0,1,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,22,8,0,0,7,0,0,0,0,0,0,0,0,19,0,15,0,0,0,0,25,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,20,0,29,28,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,11,32,0,0,2,20,31,0,0
"D8_TF1",12,12,0,0,11,8,0,12,0,0,0,10,0,0,0,0,9,23,1,6,8,0,8,0,0,10,9,0,0,4,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,21,20,0,0,0,8,6,0,0,0,0,0,0,16,0,0,9,0,8,5,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,12,12,0,0,17,0,0,0,9,16,0,14,9,9,0,0,8,0,7,5,0,0,16,0,10,9,0,12,5,0,16,0,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,9,4,0,3,1,19,0,0,0,0,0,0,0,13,0,0,0,0,8,13,2,7,0,22,0,17,7,0,0,0,0,4,10,9,17,5,14,0,0,0,0,0,0,0,18,0,0,0,0,9,20,6,0,0,0,11,8,0,0,0,0,0,6,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,9,3,15,0,0,0,0,0,0,17,16,0,0,0,8,0,3,0,0,0,0,0,0,30,0,0,0,0,8,0,0,0,16,0,14,18,0,0,0,0,14,0,16,0,0,0,0,0,0,0,10,0,7,0,15,0,0,0,0,0,16,0,0,14,0,0,12,0,0,0,0,8,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,6,9,17,15,18,0,0,0,0,0,0,0,9,0,0,0,4,0,29,14,0,5,11,7,2,11,0,16,8,14,3,0,0,14,1,1,12,0,0,0,0,0,1,0,0,5,0,0,0,0,22,0,0,0,0,0,7,11,0,0,0,0,0,12,0,0,0,4,11,0,4,0,0,0,0,0,10,0,8,0,12,0,8,17,5,0,0,0,8,0,0,10,10,12,0,0,0,0,0,0,17,0,16,11,0,8,0,13,0,0,0,0,0,0,0,0,0,6,0,3,17,9,13,0,15,17,0,0
"D9_TF1",15,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,12,0,0,3,3,0,0,0,0,6,7,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,17,0,0,4,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,9,0,0,0,0,5,0,0,0,0,5,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,5,8,8,8,9,0,12,8,0,10,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,12,0,0,0,8,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,6,0,0,0,0,0
"D9_TF2",13,0,0,0,0,36,0,21,0,0,0,0,0,0,0,0,13,0,0,16,1,0,0,0,0,19,14,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,17,0,0,0,0,0,0,0,0,18,0,0,26,0,0,15,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,24,0,22,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,22,0,15,0,0,0,0,10,0,0,0,0,16,14,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,26,0,0,0,0,17,0,0,0,0,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,14,0,0,0,0,10,24,19,5,24,0,21,23,0,26,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,21,0,16,0,21,0,0,0,30,0,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,12,15,0,0,0,0,0
"D10_TF1",12,0,0,0,0,25,0,26,0,0,0,0,0,0,0,0,30,0,0,23,3,0,0,0,0,16,18,0,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,8,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,22,0,0,0,38,0,0,0,0,0,0,0,0,39,0,0,27,0,0,25,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,37,0,23,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,25,0,29,0,0,0,0,14,0,0,0,0,16,28,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,38,0,0,0,0,28,0,0,0,0,0,0,0,0,0,38,0,24,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,21,0,0,0,0,16,26,19,4,15,0,37,21,0,20,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,0,0,14,0,8,0,27,0,0,0,28,0,0,28,21,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,32,0,0,0,0,0
"D11_TF1",15,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,16,0,0,12,3,0,0,0,0,12,18,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,11,0,0,9,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,5,0,0,0,0,7,0,0,0,0,5,11,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,5,19,5,3,7,0,14,11,0,12,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,0,0,12,0,4,0,6,0,0,0,10,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,13,0,0,0,0,0
"D11_TF2",5,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,10,0,0,6,5,0,0,0,0,12,10,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,25,0,0,11,0,0,13,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,11,0,0,0,0,9,0,0,0,0,11,14,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,6,19,11,5,11,0,7,12,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,0,0,0,0,0,0,12,0,8,0,18,0,0,0,18,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,14,0,0,0,0,0
"D12_TF1",0,19,0,0,21,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,18,27,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,26,35,0,24,22,0,0,0,0,0,1,0,0,0,29,0,0,0,0,29,0,0,18,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,21,33,0,0,0,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,44,0,35,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,14,0,0,0,0,17,29,0,0,0,0,24,21,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,39,0,0,0,0,19,0,0,0,0,0,28,0,0,0,0,0,0,42,39,0,0,0,36,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,32,21,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,0,0,19,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,16,0,29,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,26,36,0,0
